0.01;0.6117;0.001000;206.00;0.000;2374.9;2374.9;0.001;2500.9;2500.9;0.0000;91.556;91.556
5;0.87125;0.001000;147.03;21.019;2360.8;2381.8;21.020;2489.1;2510.1;0.0763;89.487;90.249
10;12.281;0.001000;106.32;42.020;2346.6;2388.7;42.022;2477.2;2519.2;0.1511;87.488;88.999
15;17.057;0.001001;77.885;62.980;2332.5;2395.5;62.982;2465.4;2528.3;0.2245;85.559;87.803
20;23.392;0.001002;57.762;83.913;2318.4;2402.3;83.915;2453.5;2537.4;0.2965;83.696;86.661
25;31.698;0.001003;43.340;104.83;2304.3;2409.1;104.83;2441.7;2546.5;0.3672;81.895;85.567
30;42.469;0.001004;32.879;125.73;2290.2;2415.9;125.74;2429.8;2555.6;0.4368;80.152;84.520
35;56.291;0.001006;25.205;146.63;2276.0;2422.7;146.64;2417.9;2564.6;0.5051;78.466;83.517
40;73.851;0.001008;19.515;167.53;2261.9;2429.4;167.53;2406.0;2573.5;0.5724;76.832;82.556
45;95.953;0.001010;15.251;188.43;2247.7;2436.1;188.44;2394.0;2582.4;0.6386;75.247;81.633
50;12.352;0.001012;12.026;209.33;2233.4;2442.7;209.34;2382.0;2591.3;0.7038;73.710;80.748
55;15.763;0.001015;95.639;230.24;2219.1;2449.3;230.26;2369.8;2600.1;0.7680;72.218;79.898
60;19.947;0.001017;76.670;251.16;2204.7;2455.9;251.18;2357.7;2608.8;0.8313;70.769;79.082
65;25.043;0.001020;61.935;272.09;2190.3;2462.4;272.12;2345.4;2617.5;0.8937;69.360;78.296
70;31.202;0.001023;50.396;293.04;2175.8;2468.9;293.07;2333.0;2626.1;0.9551;67.989;77.540
75;38.597;0.001026;41.291;313.99;2161.3;2475.3;314.03;2320.6;2634.6;10.158;66.655;76.812
80;47.416;0.001029;34.053;334.97;2146.6;2481.6;335.02;2308.0;2643.0;10.756;65.355;76.111
85;57.868;0.001032;28.261;355.96;2131.9;2487.8;356.02;2295.3;2651.4;11.346;64.089;75.435
90;70.183;0.001036;23.593;376.97;2117.0;2494.0;377.04;2282.5;2659.6;11.929;62.853;74.782
95;84.609;0.001040;19.808;398.00;2102.0;2500.1;398.09;2269.6;2667.6;12.504;61.647;74.151
100;101.42;0.001043;16.720;419.06;2087.0;2506.0;419.17;2256.4;2675.6;13.072;60.470;73.542
105;120.90;0.001047;14.186;440.15;2071.8;2511.9;440.28;2243.1;2683.4;13.634;59.319;72.952
110;143.38;0.001052;12.094;461.27;2056.4;2517.7;461.42;2229.7;2691.1;14.188;58.193;72.382
115;169.18;0.001056;10.360;482.42;2040.9;2523.3;482.59;2216.0;2698.6;14.737;57.092;71.829
120;198.67;0.001060;0.89133;503.60;2025.3;2528.9;503.81;2202.1;2706.0;15.279;56.013;71.292
125;232.23;0.001065;0.77012;524.83;2009.5;2534.3;525.07;2188.1;2713.1;15.816;54.956;70.771
130;270.28;0.001070;0.66808;546.10;1993.4;2539.5;546.38;2173.7;2720.1;16.346;53.919;70.265
135;313.22;0.001075;0.58179;567.41;1977.3;2544.7;567.75;2159.1;2726.9;16.872;52.901;69.773
140;361.53;0.001080;0.50850;588.77;1960.9;2549.6;589.16;2144.3;2733.5;17.392;51.901;69.294
145;415.68;0.001085;0.44600;610.19;1944.2;2554.4;610.64;2129.2;2739.8;17.908;50.919;68.827
150;476.16;0.001091;0.39248;631.66;1927.4;2559.1;632.18;2113.8;2745.9;18.418;49.953;68.371
155;543.49;0.001096;0.34648;653.19;1910.3;2563.5;653.79;2098.0;2751.8;18.924;49.002;67.927
160;618.23;0.001102;0.30680;674.79;1893.0;2567.8;675.47;2082.0;2757.5;19.426;48.066;67.492
165;700.93;0.001108;0.27244;696.46;1875.4;2571.9;697.24;2065.6;2762.8;19.923;47.143;67.067
170;792.18;0.001114;0.24260;718.20;1857.5;2575.7;719.08;2048.8;2767.9;20.417;46.233;66.650
175;892.60;0.001121;0.21659;740.02;1839.4;2579.4;741.02;2031.7;2772.7;20.906;45.335;66.242
180;1002.8;0.001127;0.19384;761.92;1820.9;2582.8;763.05;2014.2;2777.2;21.392;44.448;65.841
185;1123.5;0.001134;0.17390;783.91;1802.1;2586.0;785.19;1996.2;2781.4;21.875;43.572;65.447
190;1255.2;0.001141;0.15636;806.00;1783.0;2589.0;807.43;1977.9;2785.3;22.355;42.705;65.059
195;1398.8;0.001149;0.14089;828.18;1763.6;2591.7;829.78;1959.0;2788.8;22.831;41.847;64.678
200;1554.9;0.001157;0.12721;850.46;1743.7;2594.2;852.26;1939.8;2792.0;23.305;40.997;64.302
205;1724.3;0.001164;0.11508;872.86;1723.5;2596.4;874.87;1920.0;2794.8;23.776;40.154;63.930
210;1907.7;0.001173;0.10429;895.38;1702.9;2598.3;897.61;1899.7;2797.3;24.245;39.318;63.563
215;2105.9;0.001181;0.094680;918.02;1681.9;2599.9;920.50;1878.8;2799.3;24.712;38.489;63.200
220;2319.6;0.001190;0.086094;940.79;1660.5;2601.3;943.55;1857.4;2801.0;25.176;37.664;62.840
225;2549.7;0.001199;0.078405;963.70;1638.6;2602.3;966.76;1835.4;2802.2;25.639;36.844;62.483
230;2797.1;0.001209;0.071505;986.76;1616.1;2602.9;990.14;1812.8;2802.9;26.100;36.028;62.128
235;3062.6;0.001219;0.065300;1010.0;1593.2;2603.2;1013.7;1789.5;2803.2;26.560;35.216;61.775
240;3347.0;0.001229;0.059707;1033.4;1569.8;2603.1;1037.5;1765.5;2803.0;27.018;34.405;61.424
245;3651.2;0.001240;0.054656;1056.9;1545.7;2602.7;1061.5;1740.8;2802.2;27.476;33.596;61.072
250;3976.2;0.001252;0.050085;1080.7;1521.1;2601.8;1085.7;1715.3;2801.0;27.933;32.788;60.721
255;4322.9;0.001263;0.045941;1104.7;1495.8;2600.5;1110.1;1689.0;2799.1;28.390;31.979;60.369
260;4692.3;0.001276;0.042175;1128.8;1469.9;2598.7;1134.8;1661.8;2796.6;28.847;31.169;60.017
265;5085.3;0.001289;0.038748;1153.3;1443.2;2596.5;1159.8;1633.7;2793.5;29.304;30.358;59.662
270;5503.0;0.001303;0.035622;1177.9;1415.7;2593.7;1185.1;1604.6;2789.7;29.762;29.542;59.305
275;5946.4;0.001317;0.032767;1202.9;1387.4;2590.3;1210.7;1574.5;2785.2;30.221;28.723;58.944
280;6416.6;0.001333;0.030153;1228.2;1358.2;2586.4;1236.7;1543.2;2779.9;30.681;27.898;58.579
285;6914.6;0.001349;0.027756;1253.7;1328.1;2581.8;1263.1;1510.7;2773.7;31.144;27.066;58.210
290;7441.8;0.001366;0.025554;1279.7;1296.9;2576.5;1289.8;1476.9;2766.7;31.608;26.225;57.834
295;7999.0;0.001384;0.023528;1306.0;1264.5;2570.5;1317.1;1441.6;2758.7;32.076;25.374;57.450
300;8587.9;0.001404;0.021659;1332.7;1230.9;2563.6;1344.8;1404.8;2749.6;32.548;24.511;57.059
305;9209.4;0.001425;0.019932;1360.0;1195.9;2555.8;1373.1;1366.3;2739.4;33.024;23.633;56.657
310;9865.0;0.001447;0.018333;1387.7;1159.3;2547.1;1402.0;1325.9;2727.9;33.506;22.737;56.243
315;10.556;0.001472;0.016849;1416.1;1121.1;2537.2;1431.6;1283.4;2715.0;33.994;21.821;55.816
320;11.284;0.001499;0.015470;1445.1;1080.9;2526.0;1462.0;1238.5;2700.6;34.491;20.881;55.372
325;12.051;0.001528;0.014183;1475.0;1038.5;2513.4;1493.4;1191.0;2684.3;34.998;19.911;54.908
330;12.858;0.001560;0.012979;1505.7;993.5;2499.2;1525.8;1140.3;2666.0;35.516;18.906;54.422
335;13.707;0.001597;0.011848;1537.5;945.5;2483.0;1559.4;1086.0;2645.4;36.050;17.857;53.907
340;14.601;0.001638;0.010783;1570.7;893.8;2464.5;1594.6;1027.4;2622.0;36.602;16.756;53.358
345;15.541;0.001685;0.009772;1605.5;837.7;2443.2;1631.7;963.4;2595.1;37.179;15.585;52.765
350;16.529;0.001741;0.008806;1642.4;775.9;2418.3;1671.2;892.7;2563.9;37.788;14.326;52.114
355;17.570;0.001808;0.007872;1682.2;706.4;2388.6;1714.0;812.9;2526.9;38.442;12.942;51.384
360;18.666;0.001895;0.006950;1726.2;625.7;2351.9;1761.5;720.1;2481.6;39.165;11.373;50.537
365;19.822;0.002015;0.006009;1777.2;526.4;2303.6;1817.2;605.5;2422.7;40.004;0.9489;49.493
370;21.044;0.002217;0.004953;1844.5;385.6;2230.1;1891.2;443.1;2334.3;41.119;0.6890;48.009
373.95;22.064;0.003106;0.003106;2015.7;0;2015.7;2084.3;0;2084.3;44.070;0;44.070
